ticker,date,horizon,decision,score,confidence,market_regime,archetype,phase,price,technical_score,fundamental_score,valuation_score,earnings_score,trend,rsi,is_extended,entry_preferred,stop_loss,first_target,sc_momentum,sc_trend,sc_entry_timing,sc_volume_accumulation,sc_volatility_risk,sc_relative_strength,sc_growth,sc_valuation,sc_quality,sc_ownership,sc_catalyst,forward_return,spy_return,qqq_return,excess_return,excess_return_vs_qqq,max_drawdown_period
NVDA,2021-10-25,short_term,BUY_STARTER_STRONG_BUT_EXTENDED,73.55,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,23.117130279541016,100.0,75.0,45.0,40.0,strong_uptrend,67.16,True,22.0763,21.86,25.43,85.2,90.0,48.8,80.0,50.6,67.8,100.0,6.7,50.0,50.0,55.0,37.9435,2.6386,5.6545,35.3049,32.289,3.272
NVDA,2021-10-25,medium_term,BUY_STARTER,74.37,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,23.117130279541016,100.0,75.0,45.0,40.0,strong_uptrend,67.16,True,23.12,21.86,25.43,85.2,90.0,48.8,80.0,50.6,67.8,100.0,6.7,50.0,50.0,55.0,-3.6228,-4.2923,-8.5675,0.6695,4.9447,-9.8223
NVDA,2021-10-25,long_term,WATCHLIST_VALUATION_TOO_RICH,59.8,medium,BULL_RISK_ON,HYPER_GROWTH,3,23.117130279541016,100.0,75.0,45.0,40.0,strong_uptrend,67.16,True,22.0763,21.86,25.43,85.2,90.0,48.8,80.0,50.6,67.8,100.0,6.7,50.0,50.0,55.0,-42.7107,-14.2257,-24.3284,-28.485,-18.3823,-53.2864
NVDA,2021-11-01,short_term,BUY_STARTER_STRONG_BUT_EXTENDED,75.97,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,25.772518157958984,75.0,75.0,45.0,40.0,strong_uptrend,78.33,True,22.0763,21.86,28.35,80.6,100.0,38.8,88.0,50.6,93.0,100.0,6.7,50.0,50.0,55.0,26.5187,-0.9738,1.6493,27.4925,24.8694,-0.1046
NVDA,2021-11-01,medium_term,BUY_STARTER,81.65,high,BULL_RISK_ON,HYPER_GROWTH,3,25.772518157958984,75.0,75.0,45.0,40.0,strong_uptrend,78.33,True,25.77,21.86,28.35,80.6,100.0,38.8,88.0,50.6,93.0,100.0,6.7,50.0,50.0,55.0,-4.592,-1.1953,-5.5347,-3.3967,0.9427,-19.1135
NVDA,2021-11-01,long_term,WATCHLIST_VALUATION_TOO_RICH,60.56,medium,BULL_RISK_ON,HYPER_GROWTH,3,25.772518157958984,75.0,75.0,45.0,40.0,strong_uptrend,78.33,True,22.0763,21.86,28.35,80.6,100.0,38.8,88.0,50.6,93.0,100.0,6.7,50.0,50.0,55.0,-47.5206,-15.1512,-28.5474,-32.3694,-18.9732,-58.0994
NVDA,2021-11-08,short_term,BUY_STARTER_STRONG_BUT_EXTENDED,76.7,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,30.739017486572266,75.0,75.0,45.0,40.0,strong_uptrend,89.17,True,22.0763,21.86,31.33,84.2,100.0,36.2,93.0,43.5,93.0,100.0,6.7,50.0,50.0,55.0,5.2817,-0.1386,-0.0578,5.4203,5.3395,-8.9682
NVDA,2021-11-08,medium_term,BUY_STARTER,82.43,high,BULL_RISK_ON,HYPER_GROWTH,3,30.739017486572266,75.0,75.0,45.0,40.0,strong_uptrend,89.17,True,30.74,21.86,31.33,84.2,100.0,36.2,93.0,43.5,93.0,100.0,6.7,50.0,50.0,55.0,-18.4811,-3.4985,-9.6672,-14.9826,-8.8139,-32.1823
NVDA,2021-11-08,long_term,WATCHLIST_VALUATION_TOO_RICH,60.39,medium,BULL_RISK_ON,HYPER_GROWTH,3,30.739017486572266,75.0,75.0,45.0,40.0,strong_uptrend,89.17,True,22.0763,21.86,31.33,84.2,100.0,36.2,93.0,43.5,93.0,100.0,6.7,50.0,50.0,55.0,-52.5591,-17.3052,-31.8636,-35.2539,-20.6955,-64.8693
NVDA,2021-11-15,short_term,BUY_STARTER_STRONG_BUT_EXTENDED,71.87,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,29.961660385131836,85.0,75.0,45.0,40.0,strong_uptrend,74.43,True,28.72,28.43,30.62,82.0,100.0,43.8,63.0,38.8,100.0,100.0,6.7,50.0,50.0,55.0,-5.6104,-0.8707,-1.6244,-4.7397,-3.986,-9.2312
NVDA,2021-11-15,medium_term,BUY_STARTER,78.83,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,29.961660385131836,85.0,75.0,45.0,40.0,strong_uptrend,74.43,True,29.96,28.43,30.62,82.0,100.0,43.8,63.0,38.8,100.0,100.0,6.7,50.0,50.0,55.0,-11.7461,-4.2279,-9.6361,-7.5182,-2.11,-30.4228
NVDA,2021-11-15,long_term,WATCHLIST_VALUATION_TOO_RICH,60.05,medium,BULL_RISK_ON,HYPER_GROWTH,3,29.961660385131836,85.0,75.0,45.0,40.0,strong_uptrend,74.43,True,28.72,28.43,30.62,82.0,100.0,43.8,63.0,38.8,100.0,100.0,6.7,50.0,50.0,55.0,-44.4484,-13.4587,-26.2061,-30.9897,-18.2423,-63.9578
NVDA,2021-11-22,short_term,WAIT_FOR_PULLBACK,69.14,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,31.88858413696289,85.0,75.0,45.0,50.0,strong_uptrend,70.26,True,29.19,28.9,32.24,92.0,100.0,41.2,38.0,38.8,100.0,100.0,6.7,50.0,50.0,60.0,-9.0044,-0.6166,-2.4024,-8.3878,-6.602,-15.0447
NVDA,2021-11-22,medium_term,BUY_STARTER,75.45,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,31.88858413696289,85.0,75.0,45.0,50.0,strong_uptrend,70.26,True,31.89,28.9,32.24,92.0,100.0,41.2,38.0,38.8,100.0,100.0,6.7,50.0,50.0,60.0,-29.9357,-9.4398,-17.3952,-20.4959,-12.5405,-34.6271
NVDA,2021-11-22,long_term,WATCHLIST_VALUATION_TOO_RICH,61.05,medium,BULL_RISK_ON,HYPER_GROWTH,3,31.88858413696289,85.0,75.0,45.0,50.0,strong_uptrend,70.26,True,29.19,28.9,32.24,92.0,100.0,41.2,38.0,38.8,100.0,100.0,6.7,50.0,50.0,60.0,-49.772,-13.1785,-27.9398,-36.5935,-21.8322,-66.1357
NVDA,2021-11-29,short_term,BUY_STARTER_STRONG_BUT_EXTENDED,73.9,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,33.30558776855469,95.0,75.0,45.0,50.0,strong_uptrend,69.53,True,30.81,30.5,34.57,92.0,100.0,48.8,50.0,43.5,100.0,100.0,6.7,50.0,50.0,60.0,-9.1392,3.0016,0.6087,-12.1408,-9.7479,-18.6591
NVDA,2021-11-29,medium_term,BUY_STARTER,77.32,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,33.30558776855469,95.0,75.0,45.0,50.0,strong_uptrend,69.53,True,33.31,30.5,34.57,92.0,100.0,48.8,50.0,43.5,100.0,100.0,6.7,50.0,50.0,60.0,-29.6504,-7.1264,-14.4522,-22.524,-15.1982,-37.4084
NVDA,2021-11-29,long_term,WATCHLIST_VALUATION_TOO_RICH,61.28,medium,BULL_RISK_ON,HYPER_GROWTH,3,33.30558776855469,95.0,75.0,45.0,50.0,strong_uptrend,69.53,True,30.81,30.5,34.57,92.0,100.0,48.8,50.0,43.5,100.0,100.0,6.7,50.0,50.0,60.0,-53.1054,-13.6439,-29.3646,-39.4615,-23.7408,-67.5765
NVDA,2021-12-06,short_term,WAIT_FOR_PULLBACK,63.66,medium,BULL_RISK_ON,HYPER_GROWTH,3,29.977306365966797,100.0,75.0,45.0,50.0,strong_uptrend,51.3,False,29.19,28.9,30.62,70.0,85.0,60.0,37.0,32.9,83.2,100.0,6.7,50.0,50.0,60.0,-2.4869,4.4547,2.7904,-6.9416,-5.2773,-9.6281
NVDA,2021-12-06,medium_term,BUY_STARTER,69.53,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,29.977306365966797,100.0,75.0,45.0,50.0,strong_uptrend,51.3,False,29.98,28.9,30.62,70.0,85.0,60.0,37.0,32.9,83.2,100.0,6.7,50.0,50.0,60.0,-28.3628,-8.9535,-16.167,-19.4093,-12.1958,-31.2397
NVDA,2021-12-06,long_term,WATCHLIST_VALUATION_TOO_RICH,58.15,medium,BULL_RISK_ON,HYPER_GROWTH,3,29.977306365966797,100.0,75.0,45.0,50.0,strong_uptrend,51.3,False,29.19,28.9,30.62,70.0,85.0,60.0,37.0,32.9,83.2,100.0,6.7,50.0,50.0,60.0,-46.7259,-12.86,-26.6081,-33.8659,-20.1178,-63.9766
NVDA,2021-12-13,short_term,WATCHLIST,51.3,medium,BULL_RISK_ON,HYPER_GROWTH,3,28.10502815246582,100.0,75.0,45.0,50.0,strong_uptrend,43.18,False,27.98,27.7,30.62,41.9,85.0,63.7,23.0,28.2,71.0,100.0,6.7,50.0,50.0,60.0,-1.2215,1.0353,-1.5161,-2.2568,0.2946,-8.9379
NVDA,2021-12-13,medium_term,BUY_STARTER,65.44,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,28.10502815246582,100.0,75.0,45.0,50.0,strong_uptrend,43.18,False,28.11,27.7,30.62,41.9,85.0,63.7,23.0,28.2,71.0,100.0,6.7,50.0,50.0,60.0,-18.4087,-8.338,-16.2369,-10.0707,-2.1718,-26.6591
NVDA,2021-12-13,long_term,WATCHLIST_VALUATION_TOO_RICH,56.51,medium,BULL_RISK_ON,HYPER_GROWTH,3,28.10502815246582,100.0,75.0,45.0,50.0,strong_uptrend,43.18,False,27.98,27.7,30.62,41.9,85.0,63.7,23.0,28.2,71.0,100.0,6.7,50.0,50.0,60.0,-35.7661,-12.542,-25.9539,-23.2241,-9.8122,-61.5769
NVDA,2021-12-20,short_term,WATCHLIST,41.15,low,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,27.663909912109375,85.0,75.0,45.0,50.0,weak_uptrend,43.16,False,27.2,26.93,30.62,38.0,55.0,48.8,16.0,28.2,65.8,100.0,6.7,50.0,50.0,60.0,-9.5674,-0.7099,-3.7327,-8.8575,-5.8347,-9.6216
NVDA,2021-12-20,medium_term,WATCHLIST_NEEDS_CONFIRMATION,54.94,medium,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,27.663909912109375,85.0,75.0,45.0,50.0,weak_uptrend,43.16,False,27.2,26.93,30.62,38.0,55.0,48.8,16.0,28.2,65.8,100.0,6.7,50.0,50.0,60.0,-4.2948,-0.8777,-6.1175,-3.4171,1.8227,-25.4897
NVDA,2021-12-20,long_term,WATCHLIST_VALUATION_TOO_RICH,53.31,medium,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,27.663909912109375,85.0,75.0,45.0,50.0,weak_uptrend,43.16,False,27.2,26.93,30.62,38.0,55.0,48.8,16.0,28.2,65.8,100.0,6.7,50.0,50.0,60.0,-41.9169,-15.0043,-28.6752,-26.9126,-13.2417,-60.9642
NVDA,2021-12-27,short_term,BUY_NOW_MOMENTUM,70.44,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,30.883499145507812,85.0,75.0,45.0,50.0,sideways,55.48,False,30.81,30.5,31.21,78.3,85.0,72.5,44.0,32.9,85.0,100.0,6.7,50.0,50.0,60.0,-27.8591,-8.9658,-14.4667,-18.8933,-13.3924,-32.4996
NVDA,2021-12-27,medium_term,BUY_STARTER,70.91,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,30.883499145507812,85.0,75.0,45.0,50.0,sideways,55.48,False,30.88,30.5,31.21,78.3,85.0,72.5,44.0,32.9,85.0,100.0,6.7,50.0,50.0,60.0,-8.7936,-4.1767,-9.4475,-4.6169,0.6539,-33.2573
NVDA,2021-12-27,long_term,WATCHLIST_VALUATION_TOO_RICH,58.56,medium,BULL_RISK_ON,HYPER_GROWTH,3,30.883499145507812,85.0,75.0,45.0,50.0,sideways,55.48,False,30.81,30.5,31.21,78.3,85.0,72.5,44.0,32.9,85.0,100.0,6.7,50.0,50.0,60.0,-54.3248,-18.789,-34.1919,-35.5358,-20.1329,-65.0336
NVDA,2022-01-03,short_term,WAIT_FOR_PULLBACK,66.22,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,30.061138153076172,100.0,75.0,45.0,50.0,strong_uptrend,52.15,False,29.27,28.98,30.62,68.0,80.0,70.0,37.0,38.8,85.0,100.0,6.7,50.0,50.0,60.0,-18.2032,-5.1831,-9.0022,-13.0201,-9.201,-30.653
NVDA,2022-01-03,medium_term,BUY_STARTER,68.77,medium_high,BULL_RISK_ON,HYPER_GROWTH,3,30.061138153076172,100.0,75.0,45.0,50.0,strong_uptrend,52.15,False,30.06,28.98,30.62,68.0,80.0,70.0,37.0,38.8,85.0,100.0,6.7,50.0,50.0,60.0,-9.1509,-4.0801,-7.9475,-5.0708,-1.2034,-31.4315
NVDA,2022-01-03,long_term,WATCHLIST_VALUATION_TOO_RICH,57.84,medium,BULL_RISK_ON,HYPER_GROWTH,3,30.061138153076172,100.0,75.0,45.0,50.0,strong_uptrend,52.15,False,29.27,28.98,30.62,68.0,80.0,70.0,37.0,38.8,85.0,100.0,6.7,50.0,50.0,60.0,-50.9884,-18.3635,-33.3553,-32.6249,-17.6331,-64.0771
NVDA,2022-01-10,short_term,WATCHLIST,41.6,low,BULL_RISK_ON,HYPER_GROWTH,3,27.345548629760742,65.0,75.0,45.0,50.0,weak_uptrend,41.72,False,27.145,26.87,30.64,28.0,50.0,51.2,20.0,28.2,55.2,100.0,6.7,50.0,50.0,60.0,-8.365,-3.1299,-5.5221,-5.2351,-2.8429,-23.7664
NVDA,2022-01-10,medium_term,WATCHLIST_NEEDS_CONFIRMATION,55.2,medium,BULL_RISK_ON,HYPER_GROWTH,3,27.345548629760742,65.0,75.0,45.0,50.0,weak_uptrend,41.72,False,27.145,26.87,30.64,28.0,50.0,51.2,20.0,28.2,55.2,100.0,6.7,50.0,50.0,60.0,-19.9973,-5.2036,-10.2072,-14.7937,-9.7901,-24.6222
NVDA,2022-01-10,long_term,WATCHLIST_VALUATION_TOO_RICH,52.31,medium,BULL_RISK_ON,HYPER_GROWTH,3,27.345548629760742,65.0,75.0,45.0,50.0,weak_uptrend,41.72,False,27.145,26.87,30.64,28.0,50.0,51.2,20.0,28.2,55.2,100.0,6.7,50.0,50.0,60.0,-41.5476,-13.6567,-26.4435,-27.8909,-15.1041,-60.5097
NVDA,2022-01-17,short_term,WATCHLIST,43.21,low,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,26.888452529907227,65.0,75.0,45.0,40.0,weak_uptrend,41.23,False,25.59,25.33,28.54,28.0,50.0,51.2,43.0,20.0,65.8,100.0,6.7,50.0,50.0,55.0,-9.9287,-3.827,-6.2232,-6.1017,-3.7055,-22.4705
NVDA,2022-01-17,medium_term,WATCHLIST_NEEDS_CONFIRMATION,57.49,medium,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,26.888452529907227,65.0,75.0,45.0,40.0,weak_uptrend,41.23,False,25.59,25.33,28.54,28.0,50.0,51.2,43.0,20.0,65.8,100.0,6.7,50.0,50.0,55.0,-19.1347,-3.759,-8.485,-15.3757,-10.6497,-23.3408
NVDA,2022-01-17,long_term,WATCHLIST_VALUATION_TOO_RICH,51.41,medium,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,26.888452529907227,65.0,75.0,45.0,40.0,weak_uptrend,41.23,False,25.59,25.33,28.54,28.0,50.0,51.2,43.0,20.0,65.8,100.0,6.7,50.0,50.0,55.0,-35.4419,-12.8478,-24.4561,-22.5941,-10.9858,-59.8384
NVDA,2022-01-24,short_term,AVOID_BAD_CHART,30.31,low,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,23.325551986694336,25.0,75.0,45.0,40.0,weak_uptrend,29.29,False,22.0763,21.86,25.21,20.0,40.0,36.2,30.0,12.9,35.2,100.0,6.7,50.0,50.0,55.0,0.077,-2.335,-4.308,2.412,4.385,-8.8824
NVDA,2022-01-24,medium_term,WATCHLIST_NEEDS_CONFIRMATION,48.95,low,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,23.325551986694336,25.0,75.0,45.0,40.0,weak_uptrend,29.29,False,22.0763,21.86,25.21,20.0,40.0,36.2,30.0,12.9,35.2,100.0,6.7,50.0,50.0,55.0,-14.8323,-2.2733,-6.5986,-12.559,-8.2337,-18.2815
NVDA,2022-01-24,long_term,WATCHLIST_VALUATION_TOO_RICH,49.65,low,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,23.325551986694336,25.0,75.0,45.0,40.0,weak_uptrend,29.29,False,22.0763,21.86,25.21,20.0,40.0,36.2,30.0,12.9,35.2,100.0,6.7,50.0,50.0,55.0,-17.2468,-7.5016,-17.9591,-9.7452,0.7123,-53.7038
NVDA,2022-01-31,short_term,AVOID_BAD_CHART,34.42,low,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,24.43733787536621,40.0,75.0,45.0,40.0,weak_uptrend,43.08,False,22.0763,21.86,25.21,28.0,40.0,57.5,23.0,12.9,30.2,100.0,6.7,50.0,50.0,55.0,-4.1207,-4.4298,-5.9386,0.3091,1.8179,-14.6859
NVDA,2022-01-31,medium_term,WATCHLIST_NEEDS_CONFIRMATION,47.15,low,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,24.43733787536621,40.0,75.0,45.0,40.0,weak_uptrend,43.08,False,22.0763,21.86,25.21,28.0,40.0,57.5,23.0,12.9,30.2,100.0,6.7,50.0,50.0,55.0,-20.2143,-7.5887,-12.1681,-12.6256,-8.0462,-25.2915
NVDA,2022-01-31,long_term,WATCHLIST_VALUATION_TOO_RICH,50.05,medium,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,24.43733787536621,40.0,75.0,45.0,40.0,weak_uptrend,43.08,False,22.0763,21.86,25.21,28.0,40.0,57.5,23.0,12.9,30.2,100.0,6.7,50.0,50.0,55.0,-14.3895,-7.2116,-16.5025,-7.1779,2.113,-55.8101
NVDA,2022-02-07,short_term,WATCHLIST,41.47,low,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,24.678857803344727,45.0,75.0,45.0,40.0,weak_uptrend,45.87,False,23.59,23.35,25.21,40.0,40.0,72.5,47.0,12.9,5.2,100.0,6.7,50.0,50.0,55.0,-12.9826,-6.9333,-8.9488,-6.0493,-4.0338,-16.4772
NVDA,2022-02-07,medium_term,WATCHLIST_NEEDS_CONFIRMATION,47.0,low,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,24.678857803344727,45.0,75.0,45.0,40.0,weak_uptrend,45.87,False,23.59,23.35,25.21,40.0,40.0,72.5,47.0,12.9,5.2,100.0,6.7,50.0,50.0,55.0,-31.4425,-10.6992,-16.223,-20.7433,-15.2195,-31.94
NVDA,2022-02-07,long_term,WATCHLIST_VALUATION_TOO_RICH,50.65,medium,SIDEWAYS_CHOPPY,HYPER_GROWTH,3,24.678857803344727,45.0,75.0,45.0,40.0,weak_uptrend,45.87,False,23.59,23.35,25.21,40.0,40.0,72.5,47.0,12.9,5.2,100.0,6.7,50.0,50.0,55.0,-10.1191,-6.6958,-13.6617,-3.4233,3.5426,-56.2426
NVDA,2022-02-14,short_term,AVOID_BAD_CHART,28.3,low,BEAR_RISK_OFF,HYPER_GROWTH,3,24.218774795532227,45.0,75.0,45.0,40.0,weak_uptrend,44.74,False,23.93,23.69,25.21,8.0,50.0,61.3,43.0,12.9,5.2,100.0,6.7,50.0,50.0,55.0,-5.3162,-2.927,-5.5656,-2.3892,0.2494,-14.8905
NVDA,2022-02-14,medium_term,WATCHLIST_NEEDS_CONFIRMATION,46.71,low,BEAR_RISK_OFF,HYPER_GROWTH,3,24.218774795532227,45.0,75.0,45.0,40.0,weak_uptrend,44.74,False,23.93,23.69,25.21,8.0,50.0,61.3,43.0,12.9,5.2,100.0,6.7,50.0,50.0,55.0,-28.846,-8.5844,-14.0093,-20.2616,-14.8367,-35.8402
NVDA,2022-02-14,long_term,WATCHLIST_VALUATION_TOO_RICH,50.05,medium,BEAR_RISK_OFF,HYPER_GROWTH,3,24.218774795532227,45.0,75.0,45.0,40.0,weak_uptrend,44.74,False,23.93,23.69,25.21,8.0,50.0,61.3,43.0,12.9,5.2,100.0,6.7,50.0,50.0,55.0,-6.1059,-4.1738,-10.3923,-1.9321,4.2864,-55.4113
NVDA,2022-02-21,short_term,AVOID_BAD_CHART,32.52,low,BEAR_RISK_OFF,HYPER_GROWTH,3,23.595014572143555,45.0,75.0,45.0,50.0,weak_uptrend,43.01,False,22.0763,21.86,24.01,8.0,35.0,57.5,67.0,12.9,5.2,100.0,6.7,50.0,50.0,60.0,13.0977,3.7713,3.6775,9.3264,9.4202,-12.6406
NVDA,2022-02-21,medium_term,WATCHLIST_NEEDS_CONFIRMATION,47.77,low,BEAR_RISK_OFF,HYPER_GROWTH,3,23.595014572143555,45.0,75.0,45.0,50.0,weak_uptrend,43.01,False,22.0763,21.86,24.01,8.0,35.0,57.5,67.0,12.9,5.2,100.0,6.7,50.0,50.0,60.0,-29.3764,-9.0159,-14.5063,-20.3605,-14.8701,-34.1441
NVDA,2022-02-21,long_term,WATCHLIST_VALUATION_TOO_RICH,49.05,low,BEAR_RISK_OFF,HYPER_GROWTH,3,23.595014572143555,45.0,75.0,45.0,50.0,weak_uptrend,43.01,False,22.0763,21.86,24.01,8.0,35.0,57.5,67.0,12.9,5.2,100.0,6.7,50.0,50.0,60.0,-12.1335,-5.7184,-12.323,-6.4151,0.1895,-54.2325
NVDA,2022-02-28,short_term,WATCHLIST,49.77,low,BEAR_RISK_OFF,HYPER_GROWTH,3,24.336538314819336,45.0,75.0,45.0,50.0,weak_uptrend,48.0,False,23.93,23.69,25.21,55.0,45.0,68.8,81.0,12.9,16.8,100.0,6.7,50.0,50.0,60.0,15.7425,4.74,5.3521,11.0025,10.3904,-15.3024
NVDA,2022-02-28,medium_term,WATCHLIST_NEEDS_CONFIRMATION,53.4,medium,BEAR_RISK_OFF,HYPER_GROWTH,3,24.336538314819336,45.0,75.0,45.0,50.0,weak_uptrend,48.0,False,23.93,23.69,25.21,55.0,45.0,68.8,81.0,12.9,16.8,100.0,6.7,50.0,50.0,60.0,-22.8452,-4.5989,-10.7606,-18.2463,-12.0846,-36.1507
NVDA,2022-02-28,long_term,WATCHLIST_VALUATION_TOO_RICH,52.4,medium,BEAR_RISK_OFF,HYPER_GROWTH,3,24.336538314819336,45.0,75.0,45.0,50.0,weak_uptrend,48.0,False,23.93,23.69,25.21,55.0,45.0,68.8,81.0,12.9,16.8,100.0,6.7,50.0,50.0,60.0,-6.8311,-8.1273,-15.4135,1.2962,8.5824,-55.6271
NVDA,2022-03-07,short_term,AVOID_BAD_CHART,27.32,low,BEAR_RISK_OFF,HYPER_GROWTH,3,21.31319236755371,15.0,75.0,45.0,50.0,downtrend,37.07,False,21.25,21.04,21.95,8.0,15.0,51.2,44.0,12.9,7.0,100.0,6.7,50.0,50.0,60.0,28.1379,9.248,13.8203,18.8899,14.3176,-3.2877
NVDA,2022-03-07,medium_term,AVOID_BAD_BUSINESS,40.84,low,BEAR_RISK_OFF,HYPER_GROWTH,3,21.31319236755371,15.0,75.0,45.0,50.0,downtrend,37.07,False,21.25,21.04,21.95,8.0,15.0,51.2,44.0,12.9,7.0,100.0,6.7,50.0,50.0,60.0,-12.0176,-1.5165,-5.3131,-10.5011,-6.7045,-27.0935
NVDA,2022-03-07,long_term,WATCHLIST_VALUATION_TOO_RICH,47.05,low,BEAR_RISK_OFF,HYPER_GROWTH,3,21.31319236755371,15.0,75.0,45.0,50.0,downtrend,37.07,False,21.25,21.04,21.95,8.0,15.0,51.2,44.0,12.9,7.0,100.0,6.7,50.0,50.0,60.0,13.3552,-3.347,-7.6479,16.7022,21.0031,-49.3326
NVDA,2022-03-14,short_term,AVOID_BAD_CHART,21.99,low,BEAR_RISK_OFF,HYPER_GROWTH,3,21.291236877441406,15.0,75.0,45.0,50.0,downtrend,39.19,False,21.25,21.04,21.95,8.0,15.0,48.8,23.0,12.9,0.0,100.0,6.7,50.0,50.0,60.0,2.752,5.8241,7.2733,-3.0721,-4.5213,-0.0375
NVDA,2022-03-14,medium_term,AVOID_BAD_BUSINESS,36.79,low,BEAR_RISK_OFF,HYPER_GROWTH,3,21.291236877441406,15.0,75.0,45.0,50.0,downtrend,39.19,False,21.25,21.04,21.95,8.0,15.0,48.8,23.0,12.9,0.0,100.0,6.7,50.0,50.0,60.0,-26.6277,-9.7926,-13.3323,-16.8351,-13.2954,-27.0183
NVDA,2022-03-14,long_term,WATCHLIST_VALUATION_TOO_RICH,47.05,low,BEAR_RISK_OFF,HYPER_GROWTH,3,21.291236877441406,15.0,75.0,45.0,50.0,downtrend,39.19,False,21.25,21.04,21.95,8.0,15.0,48.8,23.0,12.9,0.0,100.0,6.7,50.0,50.0,60.0,13.6927,-5.133,-5.3547,18.8257,19.0474,-49.2804
NVDA,2022-03-21,short_term,WAIT_FOR_PULLBACK,60.18,medium,BULL_NARROW_LEADERSHIP,HYPER_GROWTH,3,26.685413360595703,60.0,75.0,45.0,50.0,strong_uptrend,61.49,True,25.59,25.33,26.87,65.0,80.0,63.7,85.0,12.9,46.0,100.0,6.7,50.0,50.0,60.0,-16.9671,0.1463,-1.0912,-17.1134,-15.8759,-21.1528
NVDA,2022-03-21,medium_term,BUY_ON_PULLBACK,67.32,medium_high,BULL_NARROW_LEADERSHIP,HYPER_GROWTH,3,26.685413360595703,60.0,75.0,45.0,50.0,strong_uptrend,61.49,True,25.59,25.33,26.87,65.0,80.0,63.7,85.0,12.9,46.0,100.0,6.7,50.0,50.0,60.0,-38.0209,-15.2343,-19.5554,-22.7866,-18.4655,-42.6526
NVDA,2022-03-21,long_term,WATCHLIST_VALUATION_TOO_RICH,56.4,medium,BULL_NARROW_LEADERSHIP,HYPER_GROWTH,3,26.685413360595703,60.0,75.0,45.0,50.0,strong_uptrend,61.49,True,25.59,25.33,26.87,65.0,80.0,63.7,85.0,12.9,46.0,100.0,6.7,50.0,50.0,60.0,-0.9024,-10.2695,-11.8853,9.3671,10.9829,-59.5328
NVDA,2022-03-28,short_term,WAIT_FOR_PULLBACK,62.1,medium,LIQUIDITY_RALLY,HYPER_GROWTH,3,28.1677188873291,80.0,75.0,45.0,50.0,strong_uptrend,63.43,True,27.98,27.7,28.43,74.1,80.0,63.7,78.0,12.9,53.0,100.0,6.7,50.0,50.0,60.0,-33.4207,-8.732,-13.0909,-24.6887,-20.3298,-33.8389
